anon_id,year,TPpW,percentage_RT,RTpW,TpW,NDLW,classification
user_1,2020,20000,97,19400,600,1,Inorganic
user_2,2018,19000,100,19000,0,2,Inorganic
user_3,2010,18000,99,17820,180,2,Inorganic
user_4,2012,17000,100,17000,0,1,Inorganic
user_5,2016,15000,89,13350,1650,2,Inorganic
user_6,2015,13000,97,12610,390,1,Inorganic
user_7,2017,11000,99,10890,110,1,Inorganic
user_8,2012,10000,92,9200,800,1,Inorganic
user_9,2018,9600,98,9408,192,1,Inorganic
user_10,2014,7700,92,7084,616,1,Inorganic
user_11,2013,7300,84,6132,1168,1,Inorganic
user_12,2017,6700,83,5561,1139,1,Inorganic
user_13,2012,6300,100,6300,0,1,Inorganic
user_14,2010,5700,60,3420,2280,1,Inorganic
user_15,2012,5500,92,5060,440,1,Inorganic
user_16,2015,5400,83,4482,918,1,Inorganic
user_17,2011,4900,94,4606,294,1,Inorganic
user_18,2011,4900,71,3479,1421,1,Inorganic
user_19,2014,4800,99,4752,48,1,Inorganic
user_20,2011,4800,87,4176,624,1,Inorganic
user_21,2011,4700,95,4465,235,1,Inorganic
user_22,2017,4300,88,3784,516,1,Inorganic
user_23,2019,4200,85,3570,630,1,Inorganic
user_24,2009,4000,100,4000,0,1,Inorganic
user_25,2019,4000,99,3960,40,1,Inorganic
user_26,2012,3800,100,3800,0,1,Inorganic
user_27,2010,3500,100,3500,0,2,Inorganic
user_28,2020,3300,98,3234,66,1,Inorganic
user_29,2011,3200,81,2592,608,1,Inorganic
user_30,2014,3100,81,2511,589,1,Inorganic
user_31,2012,3000,89,2670,330,1,Inorganic
user_32,2010,2800,100,2800,0,1,Inorganic
user_33,2016,2800,100,2800,0,1,Inorganic
user_34,2016,2700,97,2619,81,1,Inorganic
user_35,2015,2700,68,1836,864,1,Inorganic
user_36,2017,2600,99,2574,26,1,Inorganic
user_37,2020,2600,98,2548,52,1,Inorganic
user_38,2018,2500,100,2500,0,1,Inorganic
user_39,2015,2500,98,2450,50,2,Inorganic
user_40,2020,2500,91,2275,225,1,Inorganic
user_41,2020,2500,89,2225,275,2,Inorganic
user_42,2012,2400,100,2400,0,2,Inorganic
user_43,2013,2400,91,2184,216,1,Inorganic
user_44,2014,2200,80,1760,440,2,Inorganic
user_45,2011,2100,88,1848,252,1,Inorganic
user_46,2011,2100,64,1344,756,1,Inorganic
user_47,2020,2020,88,1777.6,242.4,1,Inorganic
user_48,2014,2000,85,1700,300,1,Inorganic
user_49,2014,2000,81,1620,380,2,Inorganic
user_50,2009,1900,100,1900,0,2,Inorganic
user_51,2016,1900,99,1881,19,2,Inorganic
user_52,2014,1900,99,1881,19,1,Inorganic
user_53,2011,1900,98,1862,38,1,Inorganic
user_54,2015,1900,95,1805,95,2,Inorganic
user_55,2010,1900,94,1786,114,2,Inorganic
user_56,2017,1900,76,1444,456,2,Inorganic
user_57,2014,1800,99,1782,18,2,Inorganic
user_58,2016,1800,97,1746,54,2,Inorganic
user_59,2010,1800,97,1746,54,2,Inorganic
user_60,2019,1800,96,1728,72,2,Inorganic
user_61,2012,1700,100,1700,0,2,Inorganic
user_62,2015,1700,100,1700,0,2,Inorganic
user_63,2017,1700,100,1700,0,2,Inorganic
user_64,2017,1700,100,1700,0,2,Inorganic
user_65,2016,1700,100,1700,0,1,Inorganic
user_66,2011,1700,98,1666,34,1,Inorganic
user_67,2013,1700,98,1666,34,2,Inorganic
user_68,2012,1700,89,1513,187,2,Inorganic
user_69,2020,1700,60,1020,680,2,Inorganic
user_70,2011,1600,100,1600,0,1,Inorganic
user_71,2018,1600,100,1600,0,2,Inorganic
user_72,2010,1600,99,1584,16,2,Inorganic
user_73,2014,1600,97,1552,48,1,Inorganic
user_74,2013,1600,97,1552,48,2,Inorganic
user_75,2010,1600,97,1552,48,2,Inorganic
user_76,2011,1600,90,1440,160,2,Inorganic
user_77,2018,1600,87,1392,208,2,Inorganic
user_78,2012,1600,81,1296,304,2,Inorganic
user_79,2011,1600,66,1056,544,2,Inorganic
user_80,2014,1600,51,816,784,2,Inorganic
user_81,2013,1500,100,1500,0,2,Inorganic
user_82,2010,1500,100,1500,0,2,Inorganic
user_83,2019,1500,100,1500,0,2,Inorganic
user_84,2011,1500,99,1485,15,2,Inorganic
user_85,2012,1500,98,1470,30,2,Inorganic
user_86,2012,1500,98,1470,30,2,Inorganic
user_87,2013,1500,98,1470,30,2,Inorganic
user_88,2019,1500,94,1410,90,1,Inorganic
user_89,2020,1500,93,1395,105,1,Inorganic
user_90,2019,1500,93,1395,105,1,Inorganic
user_91,2010,1500,91,1365,135,2,Inorganic
user_92,2013,1500,90,1350,150,2,Inorganic
user_93,2013,1500,90,1350,150,2,Inorganic
user_94,2011,1500,89,1335,165,2,Inorganic
user_95,2010,1500,84,1260,240,2,Inorganic
user_96,2013,1500,80,1200,300,2,Inorganic
user_97,2016,1500,70,1050,450,2,Inorganic
user_98,2017,1500,54,810,690,2,Inorganic
user_99,2013,1400,100,1400,0,2,Inorganic
user_100,2018,1400,100,1400,0,2,Inorganic
user_101,2015,1400,100,1400,0,2,Inorganic
user_102,2014,1400,100,1400,0,2,Inorganic
user_103,2020,1400,100,1400,0,2,Inorganic
user_104,2012,1400,99,1386,14,2,Inorganic
user_105,2011,1400,97,1358,42,2,Inorganic
user_106,2011,1400,97,1358,42,2,Inorganic
user_107,2017,1400,94,1316,84,2,Inorganic
user_108,2016,1400,94,1316,84,2,Inorganic
user_109,2014,1400,91,1274,126,2,Inorganic
user_110,2012,1400,90,1260,140,2,Inorganic
user_111,2014,1400,83,1162,238,2,Inorganic
user_112,2010,1400,81,1134,266,2,Inorganic
user_113,2013,1400,80,1120,280,2,Inorganic
user_114,2009,1400,80,1120,280,2,Inorganic
user_115,2014,1400,74,1036,364,2,Inorganic
user_116,2017,1400,73,1022,378,2,Inorganic
user_117,2011,1400,66,924,476,2,Inorganic
user_118,2016,1400,0,0,1400,2,Inorganic
user_119,2013,1300,100,1300,0,2,Inorganic
user_120,2019,1300,100,1300,0,2,Inorganic
user_121,2018,1300,100,1300,0,1,Inorganic
user_122,2009,1300,100,1300,0,2,Inorganic
user_123,2017,1300,99,1287,13,2,Inorganic
user_124,2011,1300,99,1287,13,1,Inorganic
user_125,2013,1300,99,1287,13,2,Inorganic
user_126,2015,1300,99,1287,13,2,Inorganic
user_127,2014,1300,99,1287,13,2,Inorganic
user_128,2016,1300,99,1287,13,2,Inorganic
user_129,2014,1300,99,1287,13,2,Inorganic
user_130,2011,1300,98,1274,26,2,Inorganic
user_131,2013,1300,98,1274,26,2,Inorganic
user_132,2011,1300,98,1274,26,2,Inorganic
user_133,2015,1300,98,1274,26,2,Inorganic
user_134,2010,1300,97,1261,39,2,Inorganic
user_135,2010,1300,97,1261,39,2,Inorganic
user_136,2009,1300,95,1235,65,2,Inorganic
user_137,2012,1300,94,1222,78,2,Inorganic
user_138,2018,1300,94,1222,78,2,Inorganic
user_139,2013,1300,94,1222,78,1,Inorganic
user_140,2012,1300,91,1183,117,2,Inorganic
user_141,2012,1300,85,1105,195,2,Inorganic
user_142,2012,1300,84,1092,208,1,Inorganic
user_143,2013,1300,80,1040,260,2,Inorganic
user_144,2009,1300,78,1014,286,2,Inorganic
user_145,2012,1300,76,988,312,2,Inorganic
user_146,2012,1300,73,949,351,1,Inorganic
user_147,2018,1300,61,793,507,2,Inorganic
user_148,2017,1300,42,546,754,2,Inorganic
user_149,2017,1200,100,1200,0,1,Inorganic
user_150,2012,1200,100,1200,0,2,Inorganic
user_151,2013,1200,100,1200,0,2,Inorganic
user_152,2009,1200,99,1188,12,2,Inorganic
user_153,2013,1200,99,1188,12,2,Inorganic
user_154,2009,1200,99,1188,12,2,Inorganic
user_155,2011,1200,96,1152,48,2,Inorganic
user_156,2015,1200,96,1152,48,2,Inorganic
user_157,2010,1200,95,1140,60,2,Inorganic
user_158,2013,1200,94,1128,72,2,Inorganic
user_159,2014,1200,93,1116,84,2,Inorganic
user_160,2010,1200,92,1104,96,2,Inorganic
user_161,2014,1200,90,1080,120,2,Inorganic
user_162,2016,1200,88,1056,144,2,Inorganic
user_163,2013,1200,88,1056,144,2,Inorganic
user_164,2014,1200,88,1056,144,2,Inorganic
user_165,2013,1200,83,996,204,1,Inorganic
user_166,2010,1200,82,984,216,2,Inorganic
user_167,2009,1200,78,936,264,2,Inorganic
user_168,2019,1200,74,888,312,2,Inorganic
user_169,2012,1200,67,804,396,2,Inorganic
user_170,2010,1200,47,564,636,2,Inorganic
user_171,2019,1200,37,444,756,2,Inorganic
user_172,2009,1100,100,1100,0,2,Inorganic
user_173,2011,1100,100,1100,0,2,Inorganic
user_174,2018,1100,100,1100,0,2,Inorganic
user_175,2015,1100,100,1100,0,2,Inorganic
user_176,2014,1100,100,1100,0,2,Inorganic
user_177,2010,1100,100,1100,0,1,Inorganic
user_178,2020,1100,100,1100,0,2,Inorganic
user_179,2010,1100,99,1089,11,2,Inorganic
user_180,2016,1100,99,1089,11,2,Inorganic
user_181,2014,1100,99,1089,11,2,Inorganic
user_182,2017,1100,98,1078,22,2,Inorganic
user_183,2019,1100,97,1067,33,2,Inorganic
user_184,2010,1100,97,1067,33,2,Inorganic
user_185,2016,1100,96,1056,44,2,Inorganic
user_186,2015,1100,95,1045,55,2,Inorganic
user_187,2011,1100,95,1045,55,2,Inorganic
user_188,2019,1100,95,1045,55,2,Inorganic
user_189,2013,1100,94,1034,66,2,Inorganic
user_190,2014,1100,94,1034,66,2,Inorganic
user_191,2010,1100,91,1001,99,2,Inorganic
user_192,2012,1100,89,979,121,2,Inorganic
user_193,2010,1100,87,957,143,2,Inorganic
user_194,2019,1100,86,946,154,2,Inorganic
user_195,2010,1100,85,935,165,2,Inorganic
user_196,2011,1100,83,913,187,2,Inorganic
user_197,2012,1100,82,902,198,2,Inorganic
user_198,2011,1100,67,737,363,2,Inorganic
user_199,2010,1000,100,1000,0,1,Inorganic
user_200,2017,1000,100,1000,0,2,Inorganic
user_201,2013,1000,100,1000,0,1,Inorganic
user_202,2016,1000,99,990,10,2,Inorganic
user_203,2011,1000,99,990,10,2,Inorganic
user_204,2010,1000,98,980,20,1,Inorganic
user_205,2019,1000,94,940,60,1,Inorganic
user_206,2009,1000,92,920,80,2,Inorganic
user_207,2014,1000,91,910,90,2,Inorganic
user_208,2009,1000,91,910,90,1,Inorganic
user_209,2016,1000,84,840,160,2,Inorganic
user_210,2016,1000,83,830,170,2,Inorganic
user_211,2012,1000,81,810,190,2,Inorganic
user_212,2014,1000,74,740,260,2,Inorganic
user_213,2015,1000,62,620,380,2,Inorganic
user_214,2015,990,98,970.2,19.8,3,Inorganic
user_215,2013,990,78,772.2,217.8,3,Inorganic
user_216,2012,990,68,673.2,316.8,3,Inorganic
user_217,2011,980,100,980,0,2,Inorganic
user_218,2010,980,100,980,0,2,Inorganic
user_219,2015,980,96,940.8,39.2,2,Inorganic
user_220,2009,980,91,891.8,88.2,2,Inorganic
user_221,2011,980,90,882,98,2,Inorganic
user_222,2012,960,89,854.4,105.6,2,Inorganic
user_223,2012,960,81,777.6,182.4,1,Inorganic
user_224,2013,960,80,768,192,2,Inorganic
user_225,2016,950,98,931,19,3,Inorganic
user_226,2009,940,100,940,0,2,Inorganic
user_227,2013,940,98,921.2,18.8,3,Inorganic
user_228,2014,940,97,911.8,28.2,2,Inorganic
user_229,2009,940,90,846,94,3,Inorganic
user_230,2010,940,74,695.6,244.4,2,Inorganic
user_231,2014,930,99,920.7,9.3,3,Inorganic
user_232,2011,920,98,901.6,18.4,2,Inorganic
user_233,2010,910,100,910,0,3,Inorganic
user_234,2012,910,98,891.8,18.2,2,Inorganic
user_235,2011,910,38,345.8,564.2,2,Inorganic
user_236,2018,900,100,900,0,3,Inorganic
user_237,2013,900,83,747,153,3,Inorganic
user_238,2011,890,100,890,0,3,Inorganic
user_239,2010,890,99,881.1,8.9,3,Inorganic
user_240,2010,890,95,845.5,44.5,2,Inorganic
user_241,2013,890,95,845.5,44.5,3,Inorganic
user_242,2013,880,97,853.6,26.4,3,Inorganic
user_243,2016,880,95,836,44,2,Inorganic
user_244,2012,880,47,413.6,466.4,3,Inorganic
user_245,2018,870,100,870,0,2,Inorganic
user_246,2010,860,100,860,0,2,Inorganic
user_247,2019,860,97,834.2,25.8,2,Inorganic
user_248,2012,860,95,817,43,2,Inorganic
user_249,2013,860,78,670.8,189.2,2,Inorganic
user_250,2017,850,100,850,0,2,Inorganic
user_251,2009,850,93,790.5,59.5,2,Inorganic
user_252,2010,850,89,756.5,93.5,2,Inorganic
user_253,2010,840,94,789.6,50.4,3,Inorganic
user_254,2019,840,77,646.8,193.2,3,Inorganic
user_255,2010,840,65,546,294,2,Inorganic
user_256,2010,820,100,820,0,3,Inorganic
user_257,2013,820,100,820,0,2,Inorganic
user_258,2014,810,100,810,0,2,Inorganic
user_259,2012,810,99,801.9,8.1,3,Inorganic
user_260,2014,810,99,801.9,8.1,3,Inorganic
user_261,2019,810,91,737.1,72.9,3,Inorganic
user_262,2013,800,74,592,208,2,Inorganic
user_263,2011,790,100,790,0,3,Inorganic
user_264,2011,790,95,750.5,39.5,3,Inorganic
user_265,2012,790,80,632,158,2,Inorganic
user_266,2014,780,100,780,0,3,Inorganic
user_267,2016,780,100,780,0,3,Inorganic
user_268,2012,780,100,780,0,2,Inorganic
user_269,2012,780,99,772.2,7.8,2,Inorganic
user_270,2018,780,95,741,39,3,Inorganic
user_271,2011,780,93,725.4,54.6,3,Inorganic
user_272,2017,780,93,725.4,54.6,2,Inorganic
user_273,2009,780,69,538.2,241.8,3,Inorganic
user_274,2012,770,100,770,0,3,Inorganic
user_275,2010,770,99,762.3,7.7,2,Inorganic
user_276,2014,770,94,723.8,46.2,3,Inorganic
user_277,2010,770,88,677.6,92.4,3,Inorganic
user_278,2013,770,87,669.9,100.1,3,Inorganic
user_279,2012,760,99,752.4,7.6,3,Inorganic
user_280,2019,760,96,729.6,30.4,3,Inorganic
user_281,2017,760,62,471.2,288.8,3,Inorganic
user_282,2010,760,59,448.4,311.6,2,Inorganic
user_283,2016,750,98,735,15,3,Inorganic
user_284,2016,750,96,720,30,3,Inorganic
user_285,2010,750,81,607.5,142.5,3,Inorganic
user_286,2010,750,63,472.5,277.5,3,Inorganic
user_287,2017,740,100,740,0,2,Inorganic
user_288,2016,740,89,658.6,81.4,3,Inorganic
user_289,2011,740,99,732.6,7.4,3,Inorganic
user_290,2017,740,87,643.8,96.2,3,Inorganic
user_291,2019,740,100,740,0,3,Inorganic
user_292,2009,740,90,666,74,3,Inorganic
user_293,2013,740,100,740,0,3,Inorganic
user_294,2017,740,100,740,0,2,Inorganic
user_295,2015,730,95,693.5,36.5,2,Inorganic
user_296,2010,730,20,146,584,3,Inorganic
user_297,2016,730,98,715.4,14.6,3,Inorganic
user_298,2011,730,59,430.7,299.3,3,Inorganic
user_299,2011,730,100,730,0,2,Inorganic
user_300,2017,730,100,730,0,3,Inorganic
user_301,2011,720,79,568.8,151.2,3,Inorganic
user_302,2010,710,100,710,0,3,Inorganic
user_303,2016,710,95,674.5,35.5,3,Inorganic
user_304,2009,710,100,710,0,3,Inorganic
user_305,2009,710,93,660.3,49.7,3,Inorganic
user_306,2012,700,98,686,14,3,Inorganic
user_307,2010,700,100,700,0,3,Inorganic
user_308,2010,700,98,686,14,3,Inorganic
user_309,2011,700,100,700,0,3,Inorganic
user_310,2011,700,67,469,231,3,Inorganic
user_311,2015,700,100,700,0,3,Inorganic
user_312,2010,700,96,672,28,3,Inorganic
user_313,2018,700,61,427,273,3,Inorganic
user_314,2015,700,82,574,126,3,Inorganic
user_315,2012,700,93,651,49,3,Inorganic
user_316,2019,690,89,614.1,75.9,3,Highly Suspicious
user_317,2018,690,93,641.7,48.3,1,Highly Suspicious
user_318,2013,690,81,558.9,131.1,3,Highly Suspicious
user_319,2010,690,73,503.7,186.3,3,Highly Suspicious
user_320,2013,690,95,655.5,34.5,2,Highly Suspicious
user_321,2019,690,88,607.2,82.8,3,Highly Suspicious
user_322,2014,690,99,683.1,6.9,3,Highly Suspicious
user_323,2010,690,100,690,0,2,Highly Suspicious
user_324,2014,680,26,176.8,503.2,3,Highly Suspicious
user_325,2010,680,98,666.4,13.6,3,Highly Suspicious
user_326,2015,680,99,673.2,6.8,3,Highly Suspicious
user_327,2018,680,92,625.6,54.4,3,Highly Suspicious
user_328,2019,680,85,578,102,3,Highly Suspicious
user_329,2010,680,95,646,34,3,Highly Suspicious
user_330,2011,680,94,639.2,40.8,3,Highly Suspicious
user_331,2013,680,76,516.8,163.2,3,Highly Suspicious
user_332,2018,680,77,523.6,156.4,3,Highly Suspicious
user_333,2013,670,98,656.6,13.4,3,Highly Suspicious
user_334,2012,670,90,603,67,3,Highly Suspicious
user_335,2017,670,99,663.3,6.7,3,Highly Suspicious
user_336,2009,670,66,442.2,227.8,3,Highly Suspicious
user_337,2014,670,96,643.2,26.8,3,Highly Suspicious
user_338,2017,670,99,663.3,6.7,3,Highly Suspicious
user_339,2014,670,97,649.9,20.1,3,Highly Suspicious
user_340,2009,670,84,562.8,107.2,3,Highly Suspicious
user_341,2012,660,100,660,0,2,Highly Suspicious
user_342,2011,660,99,653.4,6.6,2,Highly Suspicious
user_343,2011,660,85,561,99,3,Highly Suspicious
user_344,2012,660,68,448.8,211.2,3,Highly Suspicious
user_345,2010,660,98,646.8,13.2,3,Highly Suspicious
user_346,2013,660,85,561,99,3,Highly Suspicious
user_347,2009,660,57,376.2,283.8,3,Highly Suspicious
user_348,2011,650,42,273,377,3,Highly Suspicious
user_349,2010,650,89,578.5,71.5,3,Highly Suspicious
user_350,2009,650,97,630.5,19.5,3,Highly Suspicious
user_351,2009,650,97,630.5,19.5,3,Highly Suspicious
user_352,2011,650,93,604.5,45.5,3,Highly Suspicious
user_353,2009,650,88,572,78,3,Highly Suspicious
user_354,2012,640,100,640,0,3,Highly Suspicious
user_355,2010,640,75,480,160,3,Highly Suspicious
user_356,2020,640,94,601.6,38.4,3,Highly Suspicious
user_357,2012,630,100,630,0,3,Highly Suspicious
user_358,2010,630,100,630,0,3,Highly Suspicious
user_359,2012,630,90,567,63,3,Highly Suspicious
user_360,2015,630,99,623.7,6.3,2,Highly Suspicious
user_361,2008,630,88,554.4,75.6,3,Highly Suspicious
user_362,2015,630,75,472.5,157.5,3,Highly Suspicious
user_363,2013,630,96,604.8,25.2,2,Highly Suspicious
user_364,2019,630,72,453.6,176.4,3,Highly Suspicious
user_365,2019,630,94,592.2,37.8,3,Highly Suspicious
user_366,2011,630,82,516.6,113.4,3,Highly Suspicious
user_367,2015,630,96,604.8,25.2,2,Highly Suspicious
user_368,2012,630,89,560.7,69.3,3,Highly Suspicious
user_369,2010,630,92,579.6,50.4,3,Highly Suspicious
user_370,2013,620,94,582.8,37.2,3,Highly Suspicious
user_371,2017,620,80,496,124,3,Highly Suspicious
user_372,2011,620,87,539.4,80.6,3,Highly Suspicious
user_373,2019,620,100,620,0,3,Highly Suspicious
user_374,2014,610,91,555.1,54.9,3,Highly Suspicious
user_375,2015,610,78,475.8,134.2,2,Highly Suspicious
user_376,2009,610,42,256.2,353.8,3,Highly Suspicious
user_377,2014,610,95,579.5,30.5,3,Highly Suspicious
user_378,2010,610,80,488,122,3,Highly Suspicious
user_379,2012,610,85,518.5,91.5,3,Highly Suspicious
user_380,2010,610,95,579.5,30.5,3,Highly Suspicious
user_381,2010,600,99,594,6,3,Highly Suspicious
user_382,2012,600,95,570,30,3,Highly Suspicious
user_383,2016,600,97,582,18,3,Highly Suspicious
user_384,2010,600,90,540,60,3,Highly Suspicious
user_385,2010,600,89,534,66,3,Highly Suspicious
user_386,2011,600,98,588,12,3,Highly Suspicious
user_387,2009,600,68,408,192,3,Highly Suspicious
user_388,2012,600,99,594,6,2,Highly Suspicious
user_389,2018,600,96,576,24,3,Highly Suspicious
user_390,2011,590,73,430.7,159.3,3,Highly Suspicious
user_391,2009,590,93,548.7,41.3,3,Highly Suspicious
user_392,2010,590,95,560.5,29.5,3,Highly Suspicious
user_393,2014,590,92,542.8,47.2,3,Highly Suspicious
user_394,2010,590,99,584.1,5.9,2,Highly Suspicious
user_395,2013,590,65,383.5,206.5,3,Highly Suspicious
user_396,2014,590,77,454.3,135.7,3,Highly Suspicious
user_397,2010,590,99,584.1,5.9,1,Highly Suspicious
user_398,2011,590,99,584.1,5.9,3,Highly Suspicious
user_399,2011,590,98,578.2,11.8,3,Highly Suspicious
user_400,2009,580,100,580,0,4,Highly Suspicious
user_401,2010,580,75,435,145,3,Highly Suspicious
user_402,2010,580,85,493,87,3,Highly Suspicious
user_403,2018,580,93,539.4,40.6,2,Highly Suspicious
user_404,2009,580,88,510.4,69.6,3,Highly Suspicious
user_405,2012,570,73,416.1,153.9,2,Highly Suspicious
user_406,2012,570,94,535.8,34.2,3,Highly Suspicious
user_407,2009,570,100,570,0,3,Highly Suspicious
user_408,2010,570,100,570,0,3,Highly Suspicious
user_409,2013,570,94,535.8,34.2,2,Highly Suspicious
user_410,2010,570,97,552.9,17.1,3,Highly Suspicious
user_411,2015,570,93,530.1,39.9,3,Highly Suspicious
user_412,2012,560,100,560,0,3,Highly Suspicious
user_413,2012,560,96,537.6,22.4,4,Highly Suspicious
user_414,2012,560,96,537.6,22.4,4,Highly Suspicious
user_415,2015,560,98,548.8,11.2,3,Highly Suspicious
user_416,2012,550,88,484,66,3,Highly Suspicious
user_417,2011,550,100,550,0,3,Highly Suspicious
user_418,2018,550,100,550,0,3,Highly Suspicious
user_419,2013,550,99,544.5,5.5,3,Highly Suspicious
user_420,2011,540,72,388.8,151.2,3,Highly Suspicious
user_421,2011,540,98,529.2,10.8,3,Highly Suspicious
user_422,2011,540,51,275.4,264.6,4,Highly Suspicious
user_423,2019,540,60,324,216,4,Highly Suspicious
user_424,2019,540,100,540,0,4,Highly Suspicious
user_425,2010,540,98,529.2,10.8,2,Highly Suspicious
user_426,2019,540,100,540,0,3,Highly Suspicious
user_427,2018,540,76,410.4,129.6,3,Highly Suspicious
user_428,2016,530,89,471.7,58.3,4,Highly Suspicious
user_429,2016,530,75,397.5,132.5,4,Highly Suspicious
user_430,2019,530,98,519.4,10.6,4,Highly Suspicious
user_431,2015,530,100,530,0,4,Highly Suspicious
user_432,2017,530,80,424,106,2,Highly Suspicious
user_433,2014,520,89,462.8,57.2,4,Highly Suspicious
user_434,2013,520,100,520,0,4,Highly Suspicious
user_435,2012,520,100,520,0,2,Highly Suspicious
user_436,2011,520,90,468,52,4,Highly Suspicious
user_437,2015,520,100,520,0,2,Highly Suspicious
user_438,2016,520,100,520,0,2,Highly Suspicious
user_439,2019,520,96,499.2,20.8,4,Highly Suspicious
user_440,2017,520,90,468,52,3,Highly Suspicious
user_441,2020,520,89,462.8,57.2,3,Highly Suspicious
user_442,2013,510,95,484.5,25.5,4,Highly Suspicious
user_443,2010,510,99,504.9,5.1,4,Highly Suspicious
user_444,2009,510,68,346.8,163.2,4,Highly Suspicious
user_445,2015,510,99,504.9,5.1,3,Highly Suspicious
user_446,2013,510,97,494.7,15.3,4,Highly Suspicious
user_447,2020,510,65,331.5,178.5,3,Highly Suspicious
user_448,2009,510,91,464.1,45.9,4,Highly Suspicious
user_449,2013,510,92,469.2,40.8,1,Highly Suspicious
user_450,2019,510,95,484.5,25.5,4,Highly Suspicious
user_451,2019,510,94,479.4,30.6,4,Highly Suspicious
user_452,2019,510,86,438.6,71.4,4,Highly Suspicious
user_453,2009,490,99,485.1,4.9,4,Suspicious
user_454,2012,490,92,450.8,39.2,3,Suspicious
user_455,2018,490,97,475.3,14.7,4,Suspicious
user_456,2015,490,98,480.2,9.8,4,Suspicious
user_457,2020,490,73,357.7,132.3,4,Suspicious
user_458,2015,490,100,490,0,2,Suspicious
user_459,2010,490,84,411.6,78.4,4,Suspicious
user_460,2014,490,95,465.5,24.5,3,Suspicious
user_461,2013,490,100,490,0,4,Suspicious
user_462,2010,490,91,445.9,44.1,4,Suspicious
user_463,2010,490,99,485.1,4.9,4,Suspicious
user_464,2018,490,81,396.9,93.1,3,Suspicious
user_465,2015,480,96,460.8,19.2,4,Suspicious
user_466,2012,480,42,201.6,278.4,4,Suspicious
user_467,2015,480,97,465.6,14.4,4,Suspicious
user_468,2015,480,96,460.8,19.2,4,Suspicious
user_469,2013,480,99,475.2,4.8,4,Suspicious
user_470,2012,480,90,432,48,4,Suspicious
user_471,2012,480,93,446.4,33.6,1,Suspicious
user_472,2011,470,99,465.3,4.7,4,Suspicious
user_473,2010,470,79,371.3,98.7,3,Suspicious
user_474,2017,470,85,399.5,70.5,4,Suspicious
user_475,2011,470,93,437.1,32.9,4,Suspicious
user_476,2011,470,99,465.3,4.7,4,Suspicious
user_477,2010,470,60,282,188,4,Suspicious
user_478,2010,470,91,427.7,42.3,4,Suspicious
user_479,2010,470,100,470,0,4,Suspicious
user_480,2013,470,95,446.5,23.5,4,Suspicious
user_481,2020,470,94,441.8,28.2,3,Suspicious
user_482,2012,470,100,470,0,4,Suspicious
user_483,2012,460,92,423.2,36.8,4,Suspicious
user_484,2011,460,66,303.6,156.4,4,Suspicious
user_485,2011,460,79,363.4,96.6,4,Suspicious
user_486,2016,460,89,409.4,50.6,4,Suspicious
user_487,2010,460,92,423.2,36.8,4,Suspicious
user_488,2011,460,99,455.4,4.6,4,Suspicious
user_489,2017,460,100,460,0,3,Suspicious
user_490,2010,460,99,455.4,4.6,4,Suspicious
user_491,2010,460,89,409.4,50.6,4,Suspicious
user_492,2020,460,99,455.4,4.6,4,Suspicious
user_493,2009,460,93,427.8,32.2,4,Suspicious
user_494,2010,460,36,165.6,294.4,4,Suspicious
user_495,2018,460,67,308.2,151.8,4,Suspicious
user_496,2011,460,100,460,0,4,Suspicious
user_497,2019,460,98,450.8,9.2,4,Suspicious
user_498,2011,450,83,373.5,76.5,7,Suspicious
user_499,2018,450,91,409.5,40.5,4,Suspicious
user_500,2010,450,97,436.5,13.5,4,Suspicious
user_501,2011,450,100,450,0,4,Suspicious
user_502,2012,450,76,342,108,4,Suspicious
user_503,2011,450,100,450,0,4,Suspicious
user_504,2011,450,81,364.5,85.5,3,Suspicious
user_505,2017,450,100,450,0,4,Suspicious
user_506,2009,450,86,387,63,4,Suspicious
user_507,2010,450,95,427.5,22.5,4,Suspicious
user_508,2011,450,90,405,45,3,Suspicious
user_509,2011,450,37,166.5,283.5,4,Suspicious
user_510,2011,450,96,432,18,3,Suspicious
user_511,2010,450,97,436.5,13.5,4,Suspicious
user_512,2012,450,30,135,315,4,Suspicious
user_513,2009,450,97,436.5,13.5,4,Suspicious
user_514,2015,450,36,162,288,4,Suspicious
user_515,2013,440,51,224.4,215.6,4,Suspicious
user_516,2014,440,94,413.6,26.4,4,Suspicious
user_517,2018,440,100,440,0,4,Suspicious
user_518,2013,440,92,404.8,35.2,3,Suspicious
user_519,2012,440,99,435.6,4.4,4,Suspicious
user_520,2018,440,99,435.6,4.4,4,Suspicious
user_521,2013,440,98,431.2,8.8,4,Suspicious
user_522,2020,440,100,440,0,4,Suspicious
user_523,2009,430,96,412.8,17.2,4,Suspicious
user_524,2011,430,99,425.7,4.3,4,Suspicious
user_525,2019,430,98,421.4,8.6,4,Suspicious
user_526,2012,430,94,404.2,25.8,4,Suspicious
user_527,2012,430,95,408.5,21.5,4,Suspicious
user_528,2011,430,96,412.8,17.2,4,Suspicious
user_529,2013,430,96,412.8,17.2,4,Suspicious
user_530,2013,430,96,412.8,17.2,4,Suspicious
user_531,2013,430,94,404.2,25.8,4,Suspicious
user_532,2013,430,67,288.1,141.9,4,Suspicious
user_533,2010,430,93,399.9,30.1,4,Suspicious
user_534,2010,430,87,374.1,55.9,4,Suspicious
user_535,2012,420,96,403.2,16.8,4,Suspicious
